,$Name,$_PRimaryGroup,$Parent,$OpeningBalance,$ClosingBalance,$_PrevYearBalance,$IsRevenue,$PartyGSTIN,$MasterId,$AlterID,$Nature_Led,$UpdatedDate,$UpdatedTime,$CreatedBy,$CreatedDate,$AlteredDate,$AlteredBy,$LastVoucherDate,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,$Amount,$Date,$VoucherNumber,$Type
2022,2202020100/ACCOUNTS PAYABLE-OG/CoKarya Serviced Offices LLP,Sundry Creditors,Sundry Creditors,0.0,,,0.0,,301.0,12555.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2023,2202020100/ACCOUNTS PAYABLE-OG/Communications Test Design India Pv,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,316.0,12570.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2024,2202020100/ACCOUNTS PAYABLE-OG/Communication Test Design India Pvt,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,322.0,12576.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2025,2202020100/ACCOUNTS PAYABLE-OG/Concept Electronics Pvt. Ltd.,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1858.0,13523.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2026,2202020100/ACCOUNTS PAYABLE-OG/CONFEDERATION OF INDIAN INDUSTRY,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,743.0,12973.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2027,2202020100/ACCOUNTS PAYABLE-OG/CORPBIZ PRIVATE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3400.0,15943.0,BS,2024-11-05,150210000.0,,,,,2024-09-27,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2028,2202020100/ACCOUNTS PAYABLE-OG/Cosmic Kitchen Private Limited,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1867.0,13532.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2029,2202020100/ACCOUNTS PAYABLE-OG/Crowne Plaza Greater Noida,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2873.0,14495.0,BS,,0.0,,,,,2024-11-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2030,2202020100/ACCOUNTS PAYABLE-OG/CYBEX EXIM SOLUTIONS PVT LTD,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2581.0,14203.0,BS,,0.0,,,,,2024-06-19,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2031,2202020100/ACCOUNTS PAYABLE-OG/DECATHLON SPORTS INDIA PRIVATE LIMI,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2369.0,14034.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2032,2202020100/ACCOUNTS PAYABLE-OG/DECCAN LOGISTICS,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1830.0,13495.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2033,2202020100/ACCOUNTS PAYABLE-OG/DEVIKA GUPTA,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2420.0,14085.0,BS,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2034,2202020100/ACCOUNTS PAYABLE-OG/Dewberry Exim India Private Limited,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2370.0,14035.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2035,2202020100/ACCOUNTS PAYABLE-OG/DHARIWAL AND SREENIVAS,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2892.0,14514.0,BS,,0.0,,,,,2024-09-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2036,2202020100/ACCOUNTS PAYABLE-OG/DHL EXPRESS (INDIA) PVT LTD,Sundry Creditors,Sundry Creditors,0.0,10723.72,0.0,0.0,,452.0,12706.0,BS,,0.0,,,,,2025-01-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2037,2202020100/ACCOUNTS PAYABLE-OG/Dhruv  Dua And Co.,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,461.0,12715.0,BS,,0.0,,,,,2025-01-22,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2038,2202020100/ACCOUNTS PAYABLE-OG/DIGITALSERVO GRID POWER PRIVATE LIM,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1642.0,13307.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2039,2202020100/ACCOUNTS PAYABLE-OG/Divya Gupta &amp; Associates,Sundry Creditors,Sundry Creditors,0.0,,,0.0,,3014.0,14635.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2040,2202020100/ACCOUNTS PAYABLE-OG/Divya Gupta & Associates,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1907.0,13572.0,BS,,0.0,,,,,2024-11-25,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2041,2202020100/ACCOUNTS PAYABLE-OG/Dreamfoot,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,745.0,12975.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2042,2202020100/ACCOUNTS PAYABLE-OG/Dun &amp; Bradstreet Information,Sundry Creditors,Sundry Creditors,0.0,,,0.0,,3015.0,14636.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2043,2202020100/ACCOUNTS PAYABLE-OG/Dun & Bradstreet Information,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1432.0,13099.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2044,2202020100/ACCOUNTS PAYABLE-OG/EFC LOGISTICS INDIA PVT LTD,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2012.0,13677.0,BS,,0.0,,,,,2025-01-28,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2045,2202020100/ACCOUNTS PAYABLE-OG/Ellsworth Adhesives India Private,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2349.0,14014.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2046,2202020100/ACCOUNTS PAYABLE-OG/Elyzium Technologies Private Limite,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,482.0,12736.0,BS,,0.0,,,,,2024-07-26,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2047,2202020100/ACCOUNTS PAYABLE-OG/Energy Swaraj Foundation,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2801.0,14423.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2048,2202020100/ACCOUNTS PAYABLE-OG/enPossibilities Private Limited,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1535.0,13201.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2049,2202020100/ACCOUNTS PAYABLE-OG/Equal Consultancy Services,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1482.0,13148.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2050,2202020100/ACCOUNTS PAYABLE-OG/Era Resorts Private Limited,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3801.0,16245.0,BS,2024-12-06,165204000.0,,,,,2024-11-13,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2051,2202020100/ACCOUNTS PAYABLE-OG/ETRICA POWER,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2644.0,14266.0,BS,,0.0,,,,,2024-05-22,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2052,2202020100/ACCOUNTS PAYABLE-OG/ETRICA POWER LLP,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2848.0,14470.0,BS,,0.0,,,,,2024-05-22,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2053,2202020100/ACCOUNTS PAYABLE-OG/EV UPDATE MEDIA,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2712.0,14334.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2054,2202020100/ACCOUNTS PAYABLE-OG/EXCELLENT GLOBAL ENDEAVORS LLP,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2586.0,14208.0,BS,,0.0,,,,,2025-01-24,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2055,2202020100/ACCOUNTS PAYABLE-OG/Expressearth Digital Services,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1895.0,13560.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2056,2202020100/ACCOUNTS PAYABLE-OG/FEATHER TOUCH BUSINESS SOLUTIONS,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2011.0,13676.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2057,2202020100/ACCOUNTS PAYABLE-OG/Fedex Banglore,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,583.0,12819.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2058,2202020100/ACCOUNTS PAYABLE-OG/Fedex Mumbai,Sundry Creditors,Sundry Creditors,0.0,,,0.0,,587.0,12823.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2059,2202020100/ACCOUNTS PAYABLE-OG/Ferns N Petals P Ltd,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,347.0,12601.0,BS,,0.0,,,,,2024-12-18,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2060,2202020100/ACCOUNTS PAYABLE-OG/First Source Energy India Private L,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3587.0,15944.0,BS,2024-11-05,150213000.0,,,,,2025-01-17,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2061,2202020100/ACCOUNTS PAYABLE-OG/First Source Energy India Pvt Ltd,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,672.0,12908.0,BS,,0.0,,,,,2024-05-15,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2062,2202020100/ACCOUNTS PAYABLE-OG/FIRSTVIEW MEDIA VENTURES PVT LTD,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1649.0,13314.0,BS,,0.0,,,,,2025-01-31,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2063,2202020100/ACCOUNTS PAYABLE-OG/FIT 3PL WAREHOUSING PVT LTD(Jayam),Sundry Creditors,Sundry Creditors,340192.17,-1076.25,340192.17,0.0,,1584.0,13249.0,BS,,0.0,,,,,2025-01-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2064,2202020100/ACCOUNTS PAYABLE-OG/FIXNOW IT SERVICES INDIA PRIVATE LI,Sundry Creditors,Sundry Creditors,0.0,-244915.3,,0.0,,3710.0,15945.0,BS,2024-11-05,150216000.0,,,,,2024-12-11,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2065,2202020100/ACCOUNTS PAYABLE-OG/Force Tech Security India Pvt Ltd,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2350.0,14015.0,BS,,0.0,,,,,2024-09-09,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2066,2202020100/ACCOUNTS PAYABLE-OG/Fourth Partner Energy Pvt Ltd,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1541.0,13207.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2067,2202020100/ACCOUNTS PAYABLE-OG/FRD Services,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1453.0,13120.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2068,2202020100/ACCOUNTS PAYABLE-OG/FRONTFOOT SPORTS MANAGEMENT PVT LTD,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2381.0,14046.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2069,2202020100/ACCOUNTS PAYABLE-OG/G A M A &amp; CO,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3531.0,15946.0,BS,2024-11-05,150219000.0,,,,,2024-07-22,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2070,2202020100/ACCOUNTS PAYABLE-OG/GAUR CONSULTANCY & SERVICES,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3876.0,16409.0,BS,2025-01-06,121727000.0,,,,,2024-12-11,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2071,2202020100/ACCOUNTS PAYABLE-OG/Genesis Info-Media,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1898.0,13563.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2072,2202020100/ACCOUNTS PAYABLE-OG/GLOTTIS,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,314.0,12568.0,BS,,0.0,,,,,2025-01-29,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2073,2202020100/ACCOUNTS PAYABLE-OG/G M SERVICES,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2894.0,14516.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2074,2202020100/ACCOUNTS PAYABLE-OG/GO DIGIT GENERAL INSURANCE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2477.0,14142.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2075,2202020100/ACCOUNTS PAYABLE-OG/Gokulesh Associaces,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1946.0,13611.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2076,2202020100/ACCOUNTS PAYABLE-OG/Goodwill Enterprises,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1491.0,13157.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2077,2202020100/ACCOUNTS PAYABLE-OG/Google Enterprises,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2229.0,13894.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2078,2202020100/ACCOUNTS PAYABLE-OG/GP ECO SOLUTIONS INDIA PVT LTD Cr,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2279.0,13944.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2079,2202020100/ACCOUNTS PAYABLE-OG/Graphic Enterprises,Sundry Creditors,Sundry Creditors,1950.0,0.0,1950.0,0.0,,1696.0,13361.0,BS,,0.0,,,,,2025-01-08,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2080,2202020100/ACCOUNTS PAYABLE-OG/Gravity India Technologies PVT LTD,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1356.0,13023.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2081,2202020100/ACCOUNTS PAYABLE-OG/GREAT EMPLOYERS PRIVATE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,3214.0,14831.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2082,2202020100/ACCOUNTS PAYABLE-OG/Great Lakes E-Learning Services Pv,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2196.0,13861.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2083,2202020100/ACCOUNTS PAYABLE-OG/Green Energy Solutions,Sundry Creditors,Sundry Creditors,2095163.64,2095163.64,2095163.64,0.0,,448.0,12702.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2084,2202020100/ACCOUNTS PAYABLE-OG/GREEN PURSUITS PRIVATE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2013.0,13678.0,BS,,0.0,,,,,2025-01-23,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2085,2202020100/ACCOUNTS PAYABLE-OG/GRFM SERVICES PRIVATE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2474.0,14139.0,BS,,0.0,,,,,2024-11-27,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2086,2202020100/ACCOUNTS PAYABLE-OG/G.S.CREATIONS,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1909.0,13574.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2087,2202020100/ACCOUNTS PAYABLE-OG/GUTS N GLORY,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2869.0,14491.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2088,2202020100/ACCOUNTS PAYABLE-OG/HALDIRAM MANUFACTURING COMPANY PRIV,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3791.0,16246.0,BS,2024-12-06,165207000.0,,,,,2024-11-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2089,2202020100/ACCOUNTS PAYABLE-OG/HINGLAJ FURNITURE,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,3123.0,14744.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2090,2202020100/ACCOUNTS PAYABLE-OG/H. Murali,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,1589.0,13254.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2091,2202020100/ACCOUNTS PAYABLE-OG/HPFS INSTRUMENTS INDIA LLP,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2199.0,13864.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2092,2202020100/ACCOUNTS PAYABLE-OG/HYUNDA I MERCHANT MARINE INDIA PVT.,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,715.0,12946.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2093,2202020100/ACCOUNTS PAYABLE-OG/ICICI LOMBARD GENERAL INSURANCE CO,Sundry Creditors,Sundry Creditors,0.0,0.0,,0.0,,3872.0,16410.0,BS,2025-01-06,121731000.0,,,,,2024-12-30,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2094,2202020100/ACCOUNTS PAYABLE-OG/Impasto Communication Pvt Ltd,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2006.0,13671.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
2095,2202020100/ACCOUNTS PAYABLE-OG/IMPULSE LOGISTICS PRIVATE LIMITED,Sundry Creditors,Sundry Creditors,0.0,0.0,0.0,0.0,,2747.0,14369.0,BS,,0.0,,,,,2024-04-01,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,,,,
